0.87,1
0.55,0
0.22,0
0.85,0
0.83,0
0.47,0
0.19,0
0.42,0
0.48,0
0.4,0
0.5,0
0.51,0
0.27,0
0.18,0
0.55,1
0.61,0
0.47,0
0.3,0
0.5,0
0.81,0
0.84,1
0.55,0
0.23,0
0.83,0
0.32,0
0.18,1
0.36,0
0.63,0
0.65,0
0.65,1
0.32,0
0.9,1
0.47,0
0.53,0
